"","pid3","authoritarianism","violent","burn","court","recount","criticize","VIOLENT","SM"
"1683","Independent",0.75,4,1,3,5,3,0,1
"1684","Democrat",1,3,2,2,2,3,0,0
"1685","Independent",1,3,1,3,4,3,1,1
"1686",NA,0,5,4,4,4,3,1,1
"1687","Republican",0.25,3,2,3,4,3,1,0
"1688","Republican",0,3,2,4,4,2,0,0
"1689","Democrat",0.5,3,1,3,3,3,1,1
"1690","Republican",0,4,4,4,5,3,1,0
"1691","Independent",0.5,2,1,3,5,3,0,1
"1692",NA,0.75,1,1,1,4,3,1,0
"1693","Democrat",0.25,4,3,4,4,4,0,0
"1694","Democrat",1,4,1,2,5,2,0,0
"1695","Democrat",0,4,4,4,4,4,1,0
"1696",NA,0.75,1,1,1,1,1,1,0
"1697","Independent",1,2,1,2,5,5,1,0
"1698","Independent",0.25,4,1,3,3,4,0,1
"1699","Independent",0,2,5,4,5,4,1,0
"1700","Democrat",0,4,2,3,4,3,1,0
"1701",NA,0.5,5,4,3,5,5,0,1
"1702","Democrat",0,4,1,5,5,5,1,1
"1703","Independent",0.75,2,1,2,4,2,0,1
"1704",NA,0.5,5,5,5,5,5,0,1
"1705",NA,0.5,5,1,2,3,5,1,1
"1706","Independent",0.75,3,1,3,4,3,0,1
"1707","Democrat",0.25,3,1,2,3,2,0,1
"1708","Independent",1,1,1,3,5,3,1,0
"1709","Democrat",0.25,4,1,4,5,3,1,1
"1710","Democrat",0.75,1,1,4,4,2,0,0
"1711","Republican",0.5,2,1,4,4,3,1,0
"1712","Independent",0.5,4,1,3,4,3,1,1
"1713","Democrat",0.25,3,3,3,4,3,1,0
"1714",NA,0,4,3,5,5,5,1,0
"1715","Democrat",0.5,4,1,5,5,3,0,0
"1716","Republican",0.25,4,3,3,3,3,1,0
"1717","Republican",0.25,5,4,2,5,4,0,1
"1718",NA,0,1,1,4,4,4,1,0
"1719","Independent",0.5,5,3,4,4,4,1,0
"1720","Independent",0.75,2,1,1,2,1,1,0
"1721","Democrat",0.25,4,3,4,5,3,0,1
"1722","Independent",0.5,1,1,1,1,1,1,1
"1723",NA,1,2,5,4,5,4,1,1
"1724","Republican",0.25,3,2,3,4,3,1,0
"1725","Independent",1,1,1,3,3,4,0,1
"1726","Democrat",0.75,4,1,2,4,4,0,0
"1727","Independent",0.75,2,1,5,5,5,0,0
"1728","Democrat",0.5,3,4,4,5,4,0,0
"1729","Republican",0.25,3,3,3,3,3,0,0
"1730","Democrat",0.25,4,4,2,4,2,1,1
"1731","Independent",0.5,5,3,4,5,5,0,0
"1732","Independent",0.75,1,1,3,4,1,0,0
"1733","Democrat",0.75,2,1,3,4,2,1,0
"1734","Democrat",0.5,1,1,3,4,4,1,1
"1735",NA,0.5,3,1,2,3,3,0,0
"1736","Democrat",0.25,3,1,3,3,3,1,0
"1737",NA,0,4,3,5,5,3,1,1
"1738","Democrat",0,3,2,4,5,3,1,1
"1739","Democrat",0.25,3,3,3,3,3,1,1
"1740","Democrat",0.75,1,1,3,3,1,0,0
"1741","Republican",0,5,5,5,5,5,0,1
"1742","Independent",0.25,5,1,3,4,4,0,1
"1743","Independent",0.75,2,1,5,5,4,1,1
"1744","Democrat",1,3,3,3,3,3,0,1
"1745","Independent",0.75,3,1,2,3,1,1,0
"1746","Independent",1,2,1,3,3,3,0,0
"1747","Independent",0.75,1,1,3,3,1,1,0
"1748",NA,0.25,3,1,3,2,2,0,0
"1749","Democrat",0.5,2,2,3,3,3,0,0
"1750","Independent",0.5,4,2,3,3,4,0,1
"1751","Democrat",1,1,1,5,4,3,1,1
"1752","Democrat",0.5,4,3,4,4,4,0,1
"1753","Democrat",0.5,1,1,1,4,1,1,1
"1754","Democrat",0.25,4,3,3,4,2,0,0
"1755","Republican",0.25,3,1,3,3,3,0,1
"1756","Democrat",0.25,2,3,3,4,2,1,0
"1757","Democrat",0.75,2,1,2,4,2,1,1
"1758","Republican",1,2,1,2,4,2,0,0
"1759","Republican",0.5,3,3,3,3,3,1,0
"1760","Democrat",1,1,1,1,4,1,1,1
"1761","Democrat",1,2,2,3,4,2,1,0
"1762","Republican",0.25,3,3,3,3,3,1,1
"1763","Republican",0.75,3,5,3,5,1,0,0
"1764","Independent",0.25,3,1,1,3,3,0,1
"1765","Democrat",0.25,2,4,3,4,3,1,0
"1766",NA,0,5,3,2,2,2,0,1
"1767","Democrat",0.5,4,1,3,3,3,1,0
"1768",NA,1,1,1,1,1,1,0,1
"1769","Republican",0.75,1,1,4,4,1,1,0
"1770","Democrat",0,4,1,4,4,3,0,0
"1771","Republican",0.75,3,4,2,3,4,0,0
"1772","Democrat",1,4,1,2,4,4,1,0
"1773","Independent",0.5,3,3,3,4,5,1,1
"1774","Republican",0.75,2,1,3,4,3,1,1
"1775","Democrat",0,4,1,3,5,4,1,1
"1776","Democrat",0,4,4,4,5,3,1,0
"1777","Democrat",0.25,3,2,3,3,3,0,1
"1778","Democrat",0,4,3,3,4,3,1,1
"1779","Republican",0,5,3,3,4,2,0,1
"1780","Independent",0.75,1,1,1,4,5,0,1
"1781","Independent",1,3,3,3,3,3,1,1
"1782","Democrat",0.25,3,3,3,3,3,0,1
"1783","Democrat",1,4,3,4,5,4,0,1
"1784","Republican",1,3,2,3,3,3,0,0
"1785","Democrat",0.5,3,3,2,3,3,1,0
"1786","Democrat",0.5,4,1,3,3,4,0,1
"1787","Democrat",0.75,3,1,1,1,1,0,1
"1788","Democrat",0.5,1,1,1,1,2,0,0
"1789","Republican",0.25,3,1,1,2,4,1,0
"1790","Republican",0.25,3,1,4,4,4,0,1
"1791","Republican",0.75,4,1,4,4,1,1,0
"1792","Independent",0.25,4,1,4,5,2,0,1
"1793","Independent",1,1,1,1,3,3,0,0
"1794",NA,0.5,3,3,3,3,3,1,0
"1795","Republican",0.25,3,3,3,3,3,1,0
"1796","Republican",0.5,5,1,2,4,2,0,1
"1797","Democrat",0,4,1,3,5,1,1,0
"1798","Democrat",0,3,3,3,4,2,1,0
"1799","Independent",0.5,3,3,3,3,3,0,0
"1800","Democrat",0,5,2,5,5,5,0,0
"1801","Republican",0.5,1,1,4,4,3,0,1
"1802","Democrat",0,5,1,4,5,3,1,1
"1803","Democrat",0.5,5,2,3,5,3,0,1
"1804","Democrat",0.5,4,1,4,4,1,1,1
"1805","Independent",0.25,3,3,3,3,3,1,1
"1806","Republican",0.5,2,1,2,4,1,0,0
"1807","Independent",0.75,3,5,5,5,5,0,0
"1808","Democrat",0,4,3,3,4,3,1,0
"1809","Republican",1,3,1,3,4,3,1,1
"1810","Independent",0.5,4,1,3,5,3,1,1
"1811","Republican",0.25,1,1,1,4,3,1,1
"1812",NA,0.5,3,3,3,3,3,1,0
"1813","Democrat",0.25,5,5,4,5,4,0,0
"1814","Independent",1,1,1,1,4,1,1,0
"1815","Independent",0.75,1,1,2,4,4,0,1
"1816","Democrat",0.5,4,2,3,5,4,0,0
"1817","Republican",0,1,3,1,4,2,1,1
"1818",NA,0.25,1,1,3,4,2,0,0
"1819","Democrat",0.5,4,1,1,3,1,0,1
"1820","Democrat",0,5,3,4,4,2,0,1
"1821","Democrat",0.75,3,3,3,3,3,0,0
"1822","Democrat",0.75,4,1,1,5,4,0,1
"1823","Democrat",1,4,4,5,4,4,0,1
"1824","Democrat",0.5,4,1,4,4,1,1,0
"1825","Republican",0.5,4,1,4,1,1,0,0
"1826","Democrat",0.5,3,3,3,4,3,0,1
"1827",NA,0.5,3,1,2,3,3,0,1
"1828","Independent",0.75,3,1,3,4,3,0,1
"1829","Democrat",0.5,5,3,3,5,3,0,1
"1830","Democrat",1,1,1,3,5,3,1,0
"1831","Independent",0.5,5,1,5,3,3,1,0
"1832","Democrat",1,3,3,3,5,3,0,1
"1833","Independent",0.5,4,4,4,4,4,1,1
"1834","Republican",0.25,1,1,1,3,1,1,1
"1835","Democrat",0.25,4,5,3,4,2,1,0
"1836","Republican",0.25,2,1,3,3,2,0,0
"1837","Democrat",0,4,1,3,5,2,0,0
"1838","Democrat",0,5,4,2,4,3,0,0
"1839","Democrat",0.75,3,1,2,4,4,0,1
"1840","Independent",0.75,5,1,5,1,3,1,0
"1841","Democrat",0.75,4,5,5,5,3,0,1
"1842","Independent",0.25,1,1,2,3,1,1,1
"1843","Republican",0.75,2,1,4,4,1,0,1
"1844","Republican",0,2,1,4,4,2,1,0
"1845","Independent",1,1,1,2,2,2,1,0
"1846","Independent",0,3,3,3,3,3,0,0
"1847","Republican",0,5,1,5,5,5,0,1
"1848","Independent",1,1,1,1,5,2,0,1
"1849","Democrat",1,2,1,3,4,2,1,1
"1850","Independent",0,4,2,3,4,3,0,1
"1851","Democrat",0.5,3,5,5,4,5,0,1
"1852","Independent",0.25,5,5,5,5,5,0,0
"1853","Democrat",1,1,1,1,1,2,0,1
"1854","Democrat",0,5,2,5,5,1,1,0
"1855","Republican",0,1,1,3,3,3,0,1
"1856","Republican",0.25,5,5,5,5,5,1,1
"1857","Republican",0.25,1,2,4,4,4,1,0
"1858","Independent",0.75,2,1,1,1,1,0,0
"1859","Democrat",0.75,2,2,2,4,4,1,1
"1860","Democrat",0,3,3,1,4,1,1,1
"1861","Republican",0.75,3,2,2,4,2,0,0
"1862",NA,0.25,5,5,5,5,5,1,0
"1863","Independent",0.25,4,1,4,4,3,0,0
"1864","Democrat",0.5,3,1,1,5,1,1,0
"1865","Independent",0.25,1,1,4,4,4,1,0
"1866","Democrat",0.75,1,1,1,3,2,1,1
"1867",NA,0,1,4,3,3,3,0,1
"1868","Independent",0.75,1,1,1,3,1,0,1
"1869",NA,0.75,1,1,1,2,1,0,0
"1870","Independent",0,2,2,3,3,3,1,0
"1871","Republican",0.75,1,1,3,4,3,1,1
"1872",NA,0.25,3,2,3,4,3,1,0
"1873",NA,0.5,3,3,3,3,3,1,0
"1874","Democrat",0.5,2,1,5,5,5,0,1
"1875","Republican",0.25,4,2,4,4,2,0,0
"1876","Independent",0.75,1,1,1,3,3,1,1
"1877","Republican",0.5,4,1,3,5,4,0,0
"1878","Republican",0.25,4,3,4,4,4,0,0
"1879","Independent",0.5,4,1,4,4,5,0,1
"1880",NA,0,3,4,3,3,3,1,0
"1881","Republican",0.5,3,3,2,4,3,0,1
"1882","Independent",0.25,3,1,4,3,3,0,0
"1883",NA,0.25,3,1,3,2,1,0,0
"1884","Democrat",0.25,5,4,2,3,3,0,0
"1885","Independent",0,1,1,4,4,2,0,1
"1886","Independent",0.75,1,1,1,4,2,0,1
"1887","Independent",0.5,3,3,4,5,5,0,1
"1888","Independent",1,1,1,1,3,2,1,1
"1889","Democrat",0.25,1,3,3,3,5,1,0
"1890",NA,0.75,3,1,5,3,3,1,1
"1891","Democrat",0,4,3,1,4,2,1,0
"1892","Independent",1,1,1,3,4,2,0,0
"1893","Independent",0.75,1,1,1,5,5,0,0
"1894",NA,0.75,1,1,1,1,1,1,0
"1895","Democrat",0.5,1,1,4,4,3,1,1
"1896","Democrat",1,3,1,1,3,1,1,1
"1897","Democrat",0.25,3,3,3,3,3,0,0
"1898","Independent",1,1,1,3,3,3,1,1
"1899","Independent",1,3,1,3,5,3,0,1
"1900","Democrat",0,5,2,2,5,2,0,1
"1901","Republican",1,1,1,2,2,2,0,0
"1902","Independent",1,1,1,3,5,4,1,1
"1903","Independent",1,3,4,4,4,4,0,1
"1904","Democrat",0.75,4,3,2,4,1,0,1
"1905","Democrat",1,5,1,1,5,5,0,0
"1906","Republican",0.5,4,1,1,3,1,0,0
"1907","Republican",0.75,1,1,3,3,3,1,0
"1908",NA,0,4,4,3,4,4,0,0
"1909","Republican",0.25,2,2,3,2,5,1,0
"1910","Independent",0.25,1,1,1,1,1,1,0
"1911",NA,0.25,1,1,3,4,3,1,1
"1912","Democrat",0,4,4,5,3,4,1,1
"1913","Republican",0,5,5,4,5,5,0,0
"1914","Republican",0,4,4,3,3,2,0,0
"1915","Independent",0.5,2,1,3,4,1,0,1
"1916","Republican",0,3,1,2,2,1,1,1
"1917","Independent",1,2,2,4,4,2,1,1
"1918","Republican",0,4,4,3,5,5,1,0
"1919",NA,0,3,2,3,4,2,0,0
"1920","Democrat",0.75,3,1,3,5,3,0,1
"1921","Republican",0,4,4,4,4,4,1,0
"1922","Independent",0.25,3,1,5,5,4,1,1
"1923","Republican",0,4,3,4,4,2,0,0
"1924","Independent",0.75,4,1,3,3,3,1,0
"1925","Republican",0.25,5,2,2,4,2,0,1
"1926",NA,0.5,1,1,3,3,2,1,0
"1927","Independent",0.5,1,1,4,4,4,1,1
"1928","Independent",0.25,5,5,5,5,5,0,0
"1929","Republican",0,3,1,4,4,1,0,1
"1930","Independent",0.5,1,1,1,1,1,0,1
"1931","Democrat",0.75,5,5,5,5,5,1,0
"1932","Democrat",0.5,4,1,3,4,3,0,0
"1933","Independent",0,2,1,1,5,5,0,0
"1934","Independent",1,2,1,2,3,3,0,1
"1935","Democrat",0.25,5,5,1,4,1,0,0
"1936","Republican",0.25,2,1,3,4,3,0,0
"1937","Democrat",0,5,2,5,5,4,0,1
"1938","Independent",0.75,1,1,1,4,1,0,1
"1939","Democrat",0.5,2,3,1,3,2,1,1
"1940",NA,0,5,5,5,5,5,0,0
"1941","Independent",0.75,3,1,3,3,3,0,1
"1942","Democrat",1,4,2,2,5,5,1,0
"1943","Democrat",0.75,2,1,3,5,5,1,0
"1944",NA,0.5,3,1,3,5,5,1,0
"1945","Democrat",0,5,3,5,5,5,0,0
"1946","Independent",0.25,1,1,4,4,3,1,0
"1947","Republican",0.5,3,4,2,3,3,0,0
"1948","Republican",1,1,1,1,4,2,1,1
"1949","Democrat",0,5,5,5,5,3,1,1
"1950","Republican",0.5,4,1,3,4,3,0,1
"1951","Republican",0.5,1,1,3,3,3,1,1
"1952","Independent",0.5,3,1,3,1,3,1,1
"1953","Republican",0.5,5,3,2,2,1,1,0
"1954","Democrat",0.75,5,5,5,5,5,1,0
"1955","Democrat",0.25,4,2,4,4,3,0,0
"1956","Democrat",0.25,3,1,2,4,1,1,0
"1957","Democrat",0,4,3,1,4,1,1,0
"1958","Republican",0.25,2,1,1,4,1,1,1
"1959","Republican",0,2,2,5,3,5,1,0
"1960",NA,0.75,1,1,3,4,3,1,1
"1961","Republican",0.75,3,1,3,4,3,0,1
"1962","Democrat",1,3,5,4,3,2,0,1
"1963","Independent",0.5,3,1,4,5,3,0,0
"1964","Democrat",1,5,5,4,2,4,0,1
"1965","Democrat",0.25,5,1,4,4,3,0,0
"1966","Independent",0.75,4,1,4,2,5,0,0
"1967","Republican",0.25,5,3,4,5,2,0,0
"1968","Republican",0,4,4,5,2,2,0,1
"1969","Republican",0,5,4,3,4,4,1,0
"1970","Democrat",0.5,5,4,3,3,4,0,1
"1971","Republican",0,5,2,3,4,2,0,0
"1972","Republican",0.5,5,1,4,4,4,1,0
"1973","Democrat",0,1,1,3,4,1,1,1
"1974","Independent",0.5,4,1,2,4,5,0,1
"1975","Democrat",0,3,3,3,3,3,1,0
"1976","Republican",0,3,2,2,3,2,0,1
"1977","Independent",0.5,2,1,3,3,2,1,1
"1978","Democrat",0,5,4,4,5,5,0,0
"1979",NA,0.75,1,1,3,3,3,1,0
"1980","Democrat",0,4,4,4,5,5,0,0
"1981","Democrat",0,5,5,1,4,3,1,1
"1982","Independent",1,1,1,4,4,1,0,1
"1983",NA,1,2,2,2,2,4,1,0
"1984","Independent",0.75,1,1,3,4,1,1,1
"1985","Republican",0.5,3,5,5,1,1,0,0
"1986","Democrat",0.25,5,1,4,5,3,1,0
"1987",NA,0.25,2,2,2,4,4,1,0
"1988","Republican",0.25,3,1,3,3,3,0,1
"1989","Independent",0.5,1,1,1,1,3,0,0
"1990","Republican",0.5,3,2,1,3,2,0,0
"1991","Democrat",0.75,3,1,4,4,3,1,1
"1992","Democrat",1,1,1,4,5,2,1,0
"1993","Independent",0.75,4,1,4,4,3,0,0
"1994","Independent",0.75,5,3,4,5,2,0,1
"1995","Democrat",1,4,1,5,4,1,0,0
"1996","Democrat",0,4,3,4,4,3,0,0
"1997","Independent",0.75,1,1,1,2,3,1,0
"1998","Republican",0.5,1,1,2,4,4,1,0
"1999",NA,0,5,3,5,5,5,1,1
"2000","Democrat",0.25,2,1,3,4,2,1,1
"2001","Democrat",0.25,4,3,5,5,3,1,1
"2002","Republican",0.25,4,4,2,4,3,1,0
"2003","Democrat",1,1,1,1,3,3,1,1
"2004","Republican",0.25,3,3,3,3,3,1,1
"2005","Democrat",0,2,3,4,4,1,1,0
"2006","Independent",0.75,3,4,2,1,4,0,1
"2007","Democrat",0,4,4,3,4,3,0,0
"2008","Democrat",0,4,3,4,4,5,0,1
"2009","Democrat",0.75,3,1,2,3,4,1,1
"2010","Democrat",0,4,3,3,2,1,1,0
"2011","Democrat",0,5,5,5,5,5,0,0
"2012","Independent",0.5,1,1,4,4,1,0,1
"2013","Democrat",0.25,4,3,3,3,3,0,1
"2014","Independent",0.5,1,1,1,4,3,0,1
"2015","Republican",0.25,5,5,5,5,5,1,1
"2016","Republican",0,4,5,4,4,2,1,1
"2017","Democrat",0.25,4,3,3,4,4,1,0
"2018","Independent",0.5,2,1,3,4,4,1,0
"2019","Independent",1,1,1,3,4,3,1,0
"2020","Independent",0.5,4,3,4,4,5,0,1
"2021","Democrat",0.25,1,1,3,2,1,1,1
"2022","Republican",0,3,1,2,3,1,0,1
"2023","Independent",0.75,5,2,3,4,4,0,0
"2024","Independent",0.5,4,1,4,5,1,0,1
"2025","Independent",0.75,1,1,3,4,3,1,0
"2026","Democrat",0.75,1,1,4,4,2,1,1
"2027","Republican",0.5,2,2,1,1,1,0,1
"2028","Independent",0.75,3,1,3,5,5,0,1
"2029","Democrat",0.75,1,1,1,3,1,0,1
"2030","Democrat",0,2,1,3,4,2,1,0
"2031","Republican",1,3,3,3,3,3,0,1
"2032","Independent",0.5,4,1,3,3,1,0,1
"2033","Republican",0,3,3,2,3,1,1,1
"2034","Democrat",0.25,4,1,1,2,1,1,0
"2035","Republican",1,3,1,4,4,3,0,1
"2036",NA,1,1,1,3,4,3,1,0
"2037","Republican",0.5,1,1,1,1,1,1,1
"2038","Democrat",0,2,3,2,3,1,0,0
"2039","Independent",1,2,2,2,3,3,0,1
"2040","Republican",0.75,3,3,2,2,3,1,0
"2041","Republican",0.75,2,1,2,4,2,0,0
"2042","Democrat",0,3,4,5,5,5,1,0
"2043","Independent",0.25,2,2,2,4,3,0,1
"2044","Independent",0.5,1,1,1,4,2,1,0
"2045","Independent",0.75,1,1,5,5,3,1,1
"2046","Independent",1,1,1,2,4,2,1,0
"2047","Republican",1,2,1,1,3,3,0,1
"2048","Independent",0.5,1,1,1,4,3,1,1
"2049","Independent",1,1,1,1,4,2,1,0
"2050","Independent",0.75,2,1,4,4,3,0,0
"2051","Independent",0.75,3,1,3,4,3,1,1
"2052","Republican",0,5,4,3,4,3,0,1
"2053","Republican",0.75,4,1,4,4,4,1,1
"2054","Republican",0.75,2,1,2,3,2,0,0
"2055","Democrat",0,5,1,2,4,2,0,0
"2056","Independent",0.75,2,1,2,3,3,1,0
"2057","Republican",0.75,2,2,1,4,3,1,0
"2058","Independent",0.75,1,1,3,4,1,0,1
"2059","Democrat",0,3,2,3,4,3,1,0
"2060",NA,0,3,3,3,3,3,1,1
"2061","Independent",0.25,4,1,3,4,3,0,0
"2062","Democrat",0,3,3,3,3,1,0,0
"2063",NA,0.5,5,1,5,5,5,0,1
"2064","Independent",0.25,4,1,2,2,2,0,0
"2065","Democrat",0.5,2,2,2,2,2,0,0
"2066","Republican",0,4,5,5,5,1,0,1
"2067","Independent",0.75,3,2,2,4,4,0,1
"2068","Republican",0,5,3,2,3,2,0,0
"2069","Republican",0,1,1,1,3,1,1,1
"2070","Republican",0.75,2,1,1,2,2,1,0
"2071","Democrat",0.75,2,1,1,1,1,0,0
"2072","Republican",0.25,2,1,3,4,2,1,0
"2073","Democrat",0.25,1,1,3,3,2,1,0
"2074","Republican",0.5,1,1,4,5,3,0,0
"2075","Republican",0,4,3,4,4,4,1,1
"2076","Democrat",1,2,1,2,3,2,1,1
"2077","Democrat",0.5,5,4,2,5,4,1,1
"2078","Republican",0.25,5,3,3,3,3,0,0
"2079","Independent",0.75,1,1,2,4,2,1,1
"2080","Independent",0.75,2,1,2,4,2,1,0
"2081","Republican",0.5,2,1,4,5,1,1,1
"2082","Democrat",0.75,3,2,4,4,3,0,1
"2083","Republican",0,4,2,3,4,2,0,1
"2084","Independent",0.75,2,1,2,4,4,0,0
"2085","Independent",0.75,1,1,1,3,1,1,0
"2086","Republican",0,4,4,3,3,2,0,0
"2087","Democrat",0.75,3,3,3,3,3,1,1
"2088","Democrat",0.5,1,1,5,5,3,1,0
"2089","Democrat",0,5,5,3,4,1,1,1
"2090","Democrat",0.25,4,4,3,2,3,1,1
"2091","Republican",0.5,3,1,4,4,3,1,0
"2092","Republican",0,5,5,5,5,5,1,0
"2093","Democrat",0,5,5,3,5,4,1,0
"2094","Democrat",0.25,1,1,4,4,3,1,0
"2095","Republican",0,3,3,3,3,3,0,0
"2096",NA,0,3,2,3,4,3,1,1
"2097","Independent",0.25,3,1,3,4,3,0,0
"2098","Republican",0.75,2,1,2,5,3,1,0
"2099","Democrat",1,1,1,1,3,2,1,1
"2100","Independent",0,4,1,1,4,4,0,1
"2101","Democrat",1,2,1,2,4,2,1,0
"2102",NA,0.75,2,3,4,3,4,1,0
"2103","Democrat",0.25,4,5,5,4,3,1,1
"2104","Democrat",0,3,3,3,3,2,1,1
"2105","Republican",0.5,3,2,2,4,2,0,0
"2106","Republican",0.25,4,1,5,5,1,1,1
"2107","Democrat",1,1,1,1,5,1,0,1
"2108","Democrat",0,4,4,3,4,3,1,1
"2109","Republican",0.75,2,3,2,3,1,0,1
"2110","Independent",1,2,1,2,4,4,0,0
"2111","Independent",1,3,3,3,3,3,0,1
"2112","Republican",0.25,5,1,5,5,5,0,0
"2113","Republican",0.75,3,3,3,3,4,0,0
"2114","Independent",0.75,2,1,4,4,4,0,1
"2115","Democrat",0,4,1,1,3,1,1,1
"2116","Independent",1,2,1,2,4,3,0,0
"2117",NA,0.5,1,1,3,5,3,0,0
"2118","Democrat",0.5,3,1,2,4,1,1,1
"2119","Democrat",0,5,2,3,5,2,0,1
"2120","Independent",0.25,1,1,4,4,1,1,1
"2121","Independent",0.75,1,1,1,1,1,1,0
"2122",NA,0,5,3,5,5,3,0,0
"2123","Independent",0.25,2,1,2,4,3,0,1
"2124","Republican",0.25,2,1,3,4,4,1,0
"2125","Independent",0.5,1,1,4,4,3,1,0
"2126","Independent",0.75,1,1,1,3,3,0,0
"2127","Republican",0.5,3,1,1,4,3,0,0
"2128","Democrat",0,3,3,4,4,3,1,0
"2129","Democrat",0.25,2,1,3,4,1,0,1
"2130","Democrat",1,5,5,3,4,1,1,0
"2131","Independent",0.25,2,1,2,4,2,1,0
"2132","Republican",0,4,2,4,4,4,1,1
"2133",NA,0.25,5,5,5,5,5,0,0
"2134","Independent",0.75,4,5,4,5,3,0,1
"2135","Democrat",0,1,1,2,4,4,1,0
"2136","Democrat",0,4,4,4,4,4,0,0
"2137","Democrat",0.75,5,5,5,5,5,1,1
"2138","Democrat",1,3,1,3,5,5,0,1
"2139","Independent",0.5,1,2,1,2,2,0,0
"2140","Republican",1,2,1,3,3,3,0,1
"2141","Independent",0.25,2,1,1,3,2,0,1
"2142","Democrat",0.5,5,2,5,4,2,0,0
"2143","Democrat",0.25,5,4,5,3,4,0,0
"2144","Independent",1,1,1,3,3,3,0,1
"2145","Republican",0,1,1,3,4,3,1,0
"2146","Independent",0.25,3,2,3,5,5,0,0
"2147","Democrat",0,3,1,3,4,1,0,1
"2148","Republican",0.75,3,2,3,5,3,0,1
"2149","Independent",1,1,1,4,5,4,1,0
"2150",NA,0.75,1,1,4,5,3,0,0
"2151","Democrat",0.75,3,3,3,4,3,0,0
"2152","Republican",NA,2,1,1,4,3,0,1
"2153","Republican",0.25,4,3,2,4,2,1,1
"2154","Republican",0.75,1,1,1,1,1,0,1
"2155","Democrat",0,4,2,1,3,3,0,1
"2156","Democrat",0.75,1,1,3,4,1,1,1
"2157","Democrat",1,1,1,4,5,5,1,0
"2158","Republican",0.25,3,3,3,4,3,0,1
"2159",NA,0.75,4,1,4,4,4,0,1
"2160","Republican",0,3,3,3,3,4,1,0
"2161","Democrat",0.75,3,2,4,4,3,1,0
"2162","Republican",0.25,3,1,4,5,3,0,1
"2163","Republican",0.25,3,3,4,4,4,1,1
"2164","Independent",0.25,3,1,3,3,3,1,0
"2165","Independent",0,1,1,3,3,3,1,0
"2166","Democrat",0.5,4,1,5,4,4,1,0
"2167",NA,1,1,1,1,3,2,1,1
"2168","Republican",0,4,2,3,4,4,0,0
"2169","Republican",0,3,1,2,4,1,1,1
"2170","Democrat",0.25,2,4,2,2,3,0,0
"2171","Democrat",0.25,2,1,3,4,1,1,0
"2172","Democrat",0.75,5,3,2,4,1,0,0
"2173","Democrat",0,5,4,5,5,1,0,0
"2174","Democrat",0.25,3,4,3,3,3,0,0
"2175","Republican",0.75,1,1,5,4,1,1,1
"2176","Republican",0.25,3,3,3,3,3,1,1
"2177","Independent",0.5,1,1,4,4,5,0,0
"2178","Democrat",0.5,5,1,4,5,5,0,0
"2179","Republican",0,1,1,3,4,1,1,0
"2180","Democrat",1,2,1,4,4,4,0,1
"2181","Democrat",0.25,5,1,1,5,5,1,1
"2182","Independent",1,3,2,2,4,4,1,0
"2183","Democrat",0,2,1,2,2,1,1,1
"2184","Independent",0.5,2,1,2,4,1,0,1
"2185","Democrat",0.5,3,1,1,5,3,1,0
"2186","Independent",0.25,1,1,1,4,2,1,1
"2187","Democrat",0.75,5,3,4,4,4,0,1
"2188","Independent",0,3,1,3,4,4,0,1
"2189",NA,1,4,3,4,3,3,1,1
"2190","Democrat",1,5,4,3,2,1,1,1
"2191","Democrat",0.75,2,4,4,4,4,1,0
"2192","Republican",0,3,2,3,1,1,1,0
"2193","Independent",0.75,1,1,1,4,1,1,1
"2194","Democrat",0,3,2,3,3,3,1,0
"2195","Democrat",0.5,4,1,1,4,2,1,1
"2196","Democrat",0.75,4,4,4,4,3,0,0
"2197","Republican",0.75,1,1,3,3,3,0,1
"2198",NA,0.25,2,3,2,4,3,1,1
"2199","Republican",0.5,3,1,2,4,2,0,0
"2200","Republican",0.25,1,1,3,4,2,1,1
"2201","Democrat",0,4,3,1,2,1,0,0
"2202","Independent",0.75,2,1,2,4,2,0,1
"2203","Independent",1,1,1,3,3,3,0,1
"2204","Republican",0.25,5,5,4,5,5,1,0
"2205","Democrat",0,4,1,5,4,4,0,1
"2206","Republican",0,4,2,4,4,3,1,0
"2207","Democrat",1,4,3,3,4,4,0,0
"2208","Independent",0.5,1,1,1,4,1,1,0
"2209","Democrat",0,5,5,5,5,2,0,1
"2210","Democrat",0.75,3,3,3,3,3,1,1
"2211","Republican",0.25,4,3,4,3,3,0,0
"2212","Democrat",0.25,4,4,3,2,4,0,1
"2213","Republican",0,3,3,4,4,4,0,1
"2214","Democrat",0,5,2,3,5,2,0,0
"2215","Democrat",0.5,1,1,3,3,3,1,0
"2216","Democrat",1,3,4,3,4,3,0,1
"2217","Independent",0.5,2,1,4,5,2,1,1
"2218","Democrat",0.75,5,2,2,2,5,1,0
"2219","Republican",0.75,2,1,3,4,4,0,0
"2220",NA,0.25,1,1,1,1,1,0,0
"2221",NA,0.25,5,5,3,3,3,1,0
"2222","Democrat",0.25,5,3,4,4,3,0,0
"2223","Democrat",0.75,5,5,5,5,5,0,0
"2224","Independent",0.25,1,1,4,4,1,1,1
"2225","Independent",0,5,1,4,5,1,1,0
"2226","Independent",0.5,1,1,4,4,1,1,1
"2227","Independent",0.5,4,4,4,3,3,0,1
"2228","Republican",0.25,1,1,1,1,1,1,0
