"pid" "gender" "age" "Weight1" "Weight2" "Weight3" "time_az" "interests" "identity_AZ" "identity_US" "needs_met" "rep_ideo" "dem_ideo" "covid_affected" "covid_finance" "wear_mask" "public_mask" "k12" "college" "trump_covid" "ducey_covid" "mayor_covid" "border_wall" "imm_citizenship" "imm_hurt_az" "imm_hurt_culture" "oppose_race_protests" "interact_law" "positive_law" "registered" "plan_to_vote_pres" "vote_pres" "plan_to_vote_senate" "vote_senate" "rep_ft" "dem_ft" "rep_ft_people" "dem_ft_people" "conservative" "hispanic" "race" "christian" "income" "children"
"388" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 5 5 2 2 1 4 2 1 1 1 1 1 5 5 1 4 1 1 1 4 5 1 1 1 1 1 1 0 100 0 100 1 0 1 2 2 0
"389" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 7 4 4 1 3 2 3 1 1 1 1 5 5 2 4 1 1 3 4 5 1 1 1 1 1 1 0 99 0 100 1 0 1 2 2 0
"390" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 2 1 4 1 4 2 3 1 1 3 3 5 5 3 3 3 2 3 2 5 2 1 1 1 1 1 0 0 50 50 1 0 1 2 2 0
"391" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 3 3 2 2 2 3 1 2 4 4 5 4 3 4 1 1 1 1 5 1 1 1 1 1 1 5 80 5 90 2 0 1 2 2 0
"392" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 1 4 1 3 2 1 1 1 2 1 5 5 3 4 1 1 2 1 5 1 1 1 1 1 1 20 90 0 80 2 0 1 2 2 0
"393" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 1 3 1 3 2 3 1 3 3 3 5 4 2 4 1 2 3 4 5 1 1 1 1 1 1 0 75 0 100 2 0 1 2 2 0
"394" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 7 2 2 3 3 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 5 1 1 1 1 1 5 50 5 50 2 0 1 2 2 0
"395" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 1 3 3 3 2 3 1 1 3 3 4 3 3 4 2 2 3 3 5 1 1 1 2 1 2 15 85 50 50 2 0 1 2 2 0
"396" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 4 1 3 3 3 2 1 1 1 3 1 1 1 2 1 5 5 3 4 5 1 1 1 5 1 4 90 0 100 50 2 0 1 2 2 0
"397" 1 1 4 0.57 0.31 0.23 "5-10 years" 3 2 1 4 1 3 2 3 1 1 3 3 5 5 3 4 1 1 1 3 5 1 1 1 1 1 1 0 95 0 90 3 0 1 2 2 0
"398" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 7 1 4 3 3 2 3 1 1 4 4 5 2 1 4 1 1 1 2 5 4 1 1 1 1 1 5 90 25 95 3 0 1 2 2 0
"399" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 2 3 3 3 1 3 1 2 5 2 5 5 3 4 1 1 1 1 5 3 1 1 1 1 1 20 30 20 80 3 0 1 2 2 0
"400" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 2 4 5 3 3 3 3 3 1 1 3 2 5 3 2 4 2 2 2 3 5 1 0 5 1 5 1 10 90 10 90 3 0 1 2 2 0
"401" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 3 1 1 2 3 4 2 3 1 1 5 5 1 1 5 1 4 5 4 4 5 1 1 1 5 1 5 90 10 90 30 3 0 1 2 2 0
"402" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 3 3 3 2 3 1 1 1 1 5 5 3 1 2 4 4 4 5 1 1 1 1 1 1 100 90 0 90 3 0 1 2 2 0
"403" 3 1 4 0.57 0.31 0.23 "5-10 years" 1 4 2 3 3 3 2 3 2 1 3 3 5 5 3 5 1 1 2 3 5 4 1 1 1 1 1 0 50 50 50 3 0 1 2 2 0
"404" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 2 4 3 3 2 3 1 1 1 1 5 4 3 4 2 2 2 4 5 1 1 1 1 1 1 5 90 50 50 4 0 1 2 2 0
"405" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 2 2 3 3 2 3 1 1 4 5 1 1 1 1 1 2 3 4 5 4 1 1 5 1 3 50 20 90 10 4 0 1 2 2 0
"406" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 1 1 3 2 3 2 3 1 1 3 2 1 5 2 1 4 4 4 4 5 1 1 1 5 1 4 75 15 80 10 4 0 1 2 2 0
"407" 3 1 4 0.57 0.31 0.23 "<5 years" 1 3 3 1 4 3 2 3 2 5 5 5 2 4 2 4 1 1 2 4 5 1 1 1 4 1 5 90 40 90 80 4 0 1 2 2 0
"408" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 3 1 4 2 2 2 3 1 5 5 5 1 1 1 1 2 1 1 4 5 1 1 1 5 1 5 75 35 75 55 4 0 1 2 2 0
"409" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 4 3 3 2 3 1 4 5 5 1 1 2 1 3 1 3 4 5 1 1 1 5 1 5 5 0 10 0 4 0 1 2 2 0
"410" 3 1 4 0.57 0.31 0.23 "5-10 years" 1 4 1 3 3 3 2 3 3 3 3 3 1 5 5 1 3 3 3 4 5 1 1 1 5 1 5 5 0 6 0 4 0 1 2 2 0
"411" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 1 3 4 4 2 3 1 4 4 4 1 4 1 1 1 3 4 5 5 1 1 1 5 1 5 75 0 100 0 4 0 1 2 2 0
"412" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 3 3 2 3 1 4 4 4 2 4 3 1 5 2 4 4 5 1 1 1 5 1 5 50 10 50 10 5 0 1 2 2 0
"413" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 3 2 2 1 2 4 5 3 2 1 4 4 1 2 3 4 5 1 1 1 4 1 5 70 40 90 50 5 0 1 2 2 0
"414" 3 1 4 0.57 0.31 0.23 "<5 years" 5 1 1 2 1 3 2 1 1 2 4 4 1 2 1 1 1 2 1 4 3 1 1 1 5 1 5 85 0 100 75 5 0 1 2 2 0
"415" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 1 1 1 4 2 3 1 1 5 5 1 1 2 1 5 3 3 4 5 1 1 1 5 1 5 90 0 100 0 5 0 1 2 2 0
"416" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 3 5 1 3 1 1 3 3 1 1 2 1 2 4 3 4 5 1 1 1 5 1 5 90 0 90 0 5 0 1 2 2 0
"417" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 1 3 3 3 2 3 1 4 4 4 1 2 2 1 5 4 3 4 5 1 1 1 5 1 5 50 0 50 50 5 0 1 2 2 0
"418" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 1 1 3 2 3 4 5 5 5 1 4 5 1 5 5 3 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 2 0
"419" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 2 2 4 2 3 1 1 4 4 1 2 1 1 4 4 4 4 5 1 1 1 5 1 5 95 0 100 50 5 0 1 2 2 0
"420" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 4 1 2 2 4 2 3 3 5 5 5 1 4 3 5 4 5 5 4 5 1 1 1 5 1 5 80 0 90 25 5 0 1 2 2 0
"421" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 1 4 2 4 2 3 4 5 5 1 1 4 2 1 5 5 5 5 5 1 1 1 5 1 5 45 0 100 0 5 0 1 2 2 0
"422" 3 1 4 3.97 0.31 0.85 "<5 years" 3 7 2 5 3 2 2 3 1 1 2 1 5 2 2 1 3 4 5 5 5 1 1 3 2 5 4 0 0 0 50 3 1 1 2 2 0
"423" 2 1 4 1.02 0.31 0.19 "More than 10 Years" 1 5 1 1 2 3 2 3 1 5 5 5 1 1 5 1 5 5 5 4 2 1 1 1 5 1 5 95 0 100 0 3 0 2 2 2 0
"424" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 1 4 1 4 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 1 1 1 1 1 1 0 90 0 100 1 0 1 3 2 0
"425" 1 1 4 0.57 0.31 0.23 "5-10 years" 1 4 1 4 1 3 2 3 1 1 1 1 5 5 4 4 1 2 2 2 5 1 1 1 1 1 1 0 100 40 100 2 0 1 3 2 0
"426" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 2 3 2 3 2 2 2 3 1 1 2 2 5 4 2 4 2 2 2 3 5 1 1 1 1 1 1 0 100 50 50 2 0 1 3 2 0
"427" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 1 3 2 1 2 3 1 1 1 1 5 2 3 3 2 2 3 4 5 1 1 1 1 1 1 50 50 0 100 3 0 1 3 2 0
"428" 2 1 4 0.57 0.31 0.23 "5-10 years" 5 4 2 4 2 3 1 3 1 1 2 2 5 5 2 4 1 1 1 1 5 3 1 1 1 1 1 0 90 50 65 3 0 1 3 2 0
"429" 2 1 4 0.57 0.31 0.23 "<5 years" 1 2 1 3 3 3 2 3 1 1 2 2 4 2 2 2 1 3 2 4 5 1 1 1 1 1 3 50 50 80 80 3 0 1 3 2 0
"430" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 2 3 2 3 3 5 5 5 1 5 5 1 2 3 4 4 5 1 1 1 5 1 5 80 0 70 30 3 0 1 3 2 0
"431" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 2 4 1 3 2 3 2 3 1 1 1 1 5 5 5 4 1 1 1 1 5 2 1 1 1 1 1 0 100 0 100 1 0 1 5 2 0
"432" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 4 2 5 4 4 2 3 1 1 1 1 5 5 2 4 1 1 1 2 5 1 1 1 1 1 1 0 50 30 60 2 0 1 5 2 0
"433" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 3 3 2 3 2 3 1 3 3 3 5 4 2 4 1 2 1 3 5 2 1 1 1 1 1 0 50 30 80 2 0 1 5 2 0
"434" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 2 3 3 3 2 3 1 1 4 3 1 2 1 1 3 5 3 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 5 2 0
"435" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 2 3 2 3 1 1 1 1 5 4 1 4 1 1 1 1 5 1 1 1 1 1 1 25 75 25 75 1 0 1 6 2 0
"436" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 6 2 3 1 3 2 3 1 1 3 3 5 5 3 4 1 1 1 1 5 1 1 1 1 1 1 0 80 0 100 1 0 1 6 2 0
"437" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 2 3 1 3 2 3 1 1 1 1 5 5 4 4 1 1 1 1 5 1 1 1 1 1 1 0 90 50 80 1 0 1 6 2 0
"438" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 1 3 2 2 2 3 1 1 3 3 5 2 1 4 1 1 1 2 5 1 1 1 1 1 1 30 70 50 50 1 0 1 6 2 0
"439" 1 1 4 0.57 0.31 0.23 "5-10 years" 4 4 1 3 1 4 2 3 1 1 1 1 5 4 2 4 1 1 1 2 5 1 1 1 1 1 1 0 85 0 85 1 0 1 6 2 0
"440" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 1 4 3 3 2 3 1 1 1 1 5 5 3 5 1 1 1 1 5 2 1 1 1 1 1 0 50 0 75 1 0 1 6 2 0
"441" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 4 5 1 1 2 3 1 1 1 1 5 5 5 4 1 2 3 1 5 5 1 1 1 1 1 0 100 0 100 1 0 1 6 2 0
"442" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 6 2 3 1 3 2 3 1 1 1 1 5 4 2 5 1 1 1 1 5 1 1 1 1 1 1 1 98 1 100 2 0 1 6 2 0
"443" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 2 3 2 3 2 3 1 1 1 1 5 5 4 2 1 1 2 2 5 1 1 1 1 1 1 10 40 10 40 2 0 1 6 2 0
"444" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 4 2 4 1 3 2 3 1 1 2 2 5 5 4 4 1 1 2 2 5 1 1 1 1 1 1 0 65 30 70 2 0 1 6 2 0
"445" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 2 3 3 3 2 3 1 1 1 1 5 5 3 4 1 1 1 4 5 1 1 1 1 1 1 0 80 0 100 2 0 1 6 2 0
"446" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 5 3 5 1 4 2 3 2 1 1 1 5 5 1 5 1 1 1 4 5 1 1 1 1 1 1 0 85 0 100 2 0 1 6 2 0
"447" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 2 4 3 3 2 3 4 2 1 1 5 4 2 4 2 1 4 4 5 1 1 1 1 1 2 2 75 1 75 2 0 1 6 2 0
"448" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 3 3 3 3 2 3 2 2 2 2 5 4 2 4 1 2 3 2 5 1 1 1 1 1 1 0 85 30 85 3 0 1 6 2 0
"449" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 4 1 4 2 3 1 1 1 1 5 4 3 4 1 1 1 3 5 1 1 1 1 1 1 50 95 30 90 3 0 1 6 2 0
"450" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 2 3 1 3 2 3 1 1 1 1 5 5 5 4 1 4 3 4 5 1 1 1 1 1 1 30 55 10 50 3 0 1 6 2 0
"451" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 3 4 3 2 3 1 1 1 2 5 4 1 4 1 1 3 1 3 2 1 1 1 1 1 0 50 50 50 3 0 1 6 2 0
"452" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 5 1 3 2 3 1 1 1 1 5 5 4 4 5 3 4 4 5 2 1 1 1 1 1 0 50 0 50 3 0 1 6 2 0
"453" 1 1 4 0.57 0.31 0.23 "<5 years" 3 7 1 3 5 2 2 3 1 1 1 1 5 5 5 5 1 1 1 5 5 3 1 1 1 1 1 0 75 0 75 3 0 1 6 2 0
"454" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 4 3 2 2 3 1 1 1 1 5 5 5 4 2 4 2 4 5 1 1 1 1 1 1 0 50 0 75 3 0 1 6 2 0
"455" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 2 4 3 2 2 1 1 1 1 1 5 5 4 4 1 2 1 2 5 2 1 1 3 1 1 3 72 50 60 3 0 1 6 2 0
"456" 3 1 4 0.57 0.31 0.23 "5-10 years" 3 3 1 3 3 3 2 3 1 3 3 3 2 2 1 4 3 3 3 4 5 1 1 1 5 1 5 75 45 90 90 3 0 1 6 2 0
"457" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 2 2 4 3 3 2 3 2 2 4 4 2 2 1 2 1 2 2 4 5 2 1 4 4 4 5 65 10 90 70 3 0 1 6 2 0
"458" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 2 2 3 1 3 2 3 1 1 3 1 5 5 3 4 1 1 1 3 5 3 1 1 1 1 2 0 0 0 0 4 0 1 6 2 0
"459" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 1 2 2 3 2 3 1 1 4 5 2 1 2 1 1 1 1 4 3 1 1 1 3 1 4 75 10 75 10 4 0 1 6 2 0
"460" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 1 3 3 3 2 3 1 1 2 2 4 4 1 1 5 2 4 4 5 1 1 1 2 1 5 50 5 60 50 4 0 1 6 2 0
"461" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 2 3 5 2 3 1 4 5 4 1 1 3 1 2 4 2 5 5 1 1 1 5 1 5 90 40 90 40 5 0 1 6 2 0
"462" 3 1 4 0.57 0.31 0.23 "<5 years" 4 3 1 3 1 3 2 3 1 4 5 2 1 2 1 1 2 4 3 5 5 1 1 1 5 1 5 70 0 100 0 5 0 1 6 2 0
"463" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 1 3 4 3 2 3 1 1 1 1 1 2 3 1 4 5 5 5 5 1 1 1 5 1 5 90 0 100 0 5 0 1 6 2 0
"464" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 3 2 2 2 2 3 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 2 1 1 1 1 1 0 99 2 100 1 0 1 1 3 0
"465" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 1 7 4 4 2 4 2 3 1 1 1 1 5 5 1 4 1 1 1 1 5 1 1 1 1 1 1 0 7 0 10 2 0 1 1 3 0
"466" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 3 4 1 3 3 3 2 3 1 1 3 3 4 4 2 4 1 2 3 2 5 1 1 1 1 1 1 25 60 50 50 3 0 1 1 3 0
"467" 2 1 4 0.56 0.31 0.23 "More than 10 Years" 3 1 2 5 3 3 2 3 1 1 3 3 5 4 2 5 1 4 3 2 4 3 1 1 1 1 1 35 60 25 75 3 0 1 1 3 0
"468" 2 1 4 0.56 0.31 0.23 "5-10 years" 5 7 4 2 1 3 2 3 1 1 1 1 5 5 4 2 5 4 5 4 5 2 1 1 3 1 3 0 80 0 80 3 0 1 1 3 0
"469" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 2 1 5 3 3 2 3 1 1 1 1 5 4 2 4 1 1 2 2 5 1 1 1 1 1 1 5 85 10 90 3 0 1 1 3 0
"470" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 1 1 4 3 3 2 3 1 1 1 1 5 5 3 4 1 1 1 1 5 3 1 1 3 1 2 5 80 50 50 3 0 1 1 3 0
"471" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 3 7 1 3 2 3 2 3 1 1 2 2 1 1 1 1 5 4 3 1 5 1 1 1 5 1 5 100 0 100 0 4 0 1 1 3 0
"472" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 3 1 2 2 5 2 3 1 1 5 5 1 1 1 1 3 3 3 4 5 1 1 1 5 1 5 100 0 100 0 4 0 1 1 3 0
"473" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 5 7 2 5 3 3 2 3 1 1 1 1 5 5 1 5 1 1 1 1 5 1 1 1 1 1 1 0 100 0 100 1 0 1 2 3 0
"474" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 1 1 1 5 1 4 2 1 1 1 1 1 5 5 5 4 1 3 3 1 5 1 1 1 1 1 1 0 100 0 100 1 0 1 2 3 0
"475" 2 1 4 0.56 0.31 0.23 "More than 10 Years" 1 2 3 5 1 2 2 1 1 1 1 1 5 5 2 4 1 1 2 2 4 3 1 1 1 1 1 10 40 5 65 1 0 1 2 3 0
"476" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 1 3 1 4 1 4 2 3 1 1 3 3 5 4 2 4 1 2 2 4 5 1 1 1 1 1 1 50 75 50 75 2 0 1 2 3 0
"477" 2 1 4 0.56 0.31 0.23 "More than 10 Years" 1 1 1 3 2 2 2 3 1 1 5 3 5 2 1 3 1 4 3 4 5 1 1 3 3 3 3 10 10 10 10 2 0 1 2 3 0
"478" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 4 7 3 3 2 2 2 3 1 1 2 2 5 5 4 4 1 1 1 1 5 1 1 1 1 1 1 0 35 0 80 3 0 1 2 3 0
"479" 2 1 4 0.56 0.31 0.23 "<5 years" 2 5 1 3 2 3 2 3 1 1 1 1 5 5 3 2 2 2 2 4 5 1 1 1 1 1 2 25 25 50 60 3 0 1 2 3 0
"480" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 7 1 3 3 3 2 3 1 1 1 1 2 2 3 1 1 2 3 4 5 1 1 1 2 1 1 50 50 100 100 3 0 1 2 3 0
"481" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 3 1 3 2 3 2 3 1 1 1 1 2 3 1 1 3 2 2 4 5 1 1 1 3 1 5 80 0 100 0 4 0 1 2 3 0
"482" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 1 1 2 2 3 2 3 1 1 5 5 2 4 1 1 3 5 3 4 3 1 1 1 5 1 5 75 0 100 0 4 0 1 2 3 0
"483" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 6 1 3 2 3 2 3 1 1 4 4 2 2 3 1 5 5 5 5 5 1 1 1 5 1 5 25 0 100 0 4 0 1 2 3 0
"484" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 1 1 4 2 3 2 3 1 1 2 2 4 4 3 2 2 4 2 4 5 2 1 1 4 1 5 45 30 80 50 5 0 1 2 3 0
"485" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 2 1 2 2 5 2 3 2 5 5 5 1 1 2 5 5 4 4 4 3 1 1 1 5 1 5 90 0 100 0 5 0 1 2 3 0
"486" 3 1 4 0.56 0.31 0.23 "5-10 years" 1 4 1 3 3 5 2 1 3 5 3 2 1 3 2 1 3 1 4 4 5 1 1 1 5 1 5 95 10 90 50 5 0 1 2 3 0
"487" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 1 1 2 1 5 2 3 1 3 5 5 1 1 1 1 3 5 5 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 3 0
"488" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 3 1 1 3 3 1 2 3 2 5 4 1 1 2 3 1 5 5 5 4 5 1 1 1 5 1 5 80 0 100 0 5 0 1 2 3 0
"489" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 1 1 1 3 3 3 2 3 1 1 3 2 5 5 1 4 1 1 1 1 5 1 1 1 1 1 1 0 80 10 90 1 0 1 3 3 0
"490" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 2 1 3 4 3 2 3 1 5 4 4 1 2 2 1 2 2 2 4 5 1 1 1 5 1 5 85 0 95 25 5 0 1 5 3 0
"491" 1 1 4 0.56 0.31 0.23 "<5 years" 1 3 5 4 2 3 2 3 1 1 2 1 5 5 3 5 1 1 1 1 4 1 1 1 1 1 1 0 85 0 90 1 0 1 6 3 0
"492" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 1 7 3 4 2 4 2 3 1 1 1 1 5 5 1 4 1 1 1 1 5 1 1 1 1 1 1 0 85 0 0 1 0 1 6 3 0
"493" 1 1 4 0.56 0.31 0.23 "More than 10 Years" 4 1 1 3 1 2 2 1 1 1 1 1 5 4 3 4 1 1 1 1 3 2 1 1 1 1 1 0 75 0 100 1 0 1 6 3 0
"494" 1 1 4 0.56 0.31 0.23 "<5 years" 3 6 1 3 2 3 2 3 1 1 1 1 5 4 3 4 1 2 3 2 5 1 1 1 1 3 2 15 75 50 70 2 0 1 6 3 0
"495" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 3 1 4 1 3 2 3 1 1 3 4 5 5 1 2 4 4 2 2 5 1 1 1 3 1 1 50 0 50 25 4 0 1 6 3 0
"496" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 4 1 1 4 2 3 2 3 2 2 2 2 2 2 2 1 4 4 4 2 3 1 1 1 5 1 5 20 10 80 30 4 0 1 6 3 0
"497" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 3 1 1 3 4 3 2 3 1 2 5 5 2 2 3 1 1 4 4 2 5 1 1 1 5 1 5 50 25 75 25 4 0 1 6 3 0
"498" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 3 4 4 3 3 5 2 3 1 1 4 4 1 1 1 2 1 4 4 5 5 1 1 1 5 1 5 90 0 90 0 4 0 1 6 3 0
"499" 3 1 4 0.56 0.31 0.23 "More than 10 Years" 1 2 1 3 3 4 2 3 2 4 4 4 1 1 3 1 2 4 4 4 5 1 1 1 5 1 5 90 0 95 0 5 0 1 6 3 0
"500" 2 1 4 0.78 0.31 0.28 "More than 10 Years" 2 5 5 4 2 3 2 3 1 1 3 3 5 4 1 4 1 1 2 1 5 1 1 1 1 1 1 0 60 50 60 3 0 1 1 4 0
"501" 3 1 4 0.78 0.31 0.28 "<5 years" 3 4 1 2 2 4 2 3 1 5 5 5 1 1 4 5 4 2 3 4 5 1 1 1 5 1 5 75 0 80 80 5 0 1 1 4 0
"502" 3 1 4 0.78 0.31 0.28 "<5 years" 1 2 1 3 3 4 2 3 2 5 5 5 1 2 2 1 5 5 5 5 5 1 1 1 5 1 5 99 0 100 0 5 0 1 1 4 0
"503" 2 1 4 0.78 0.31 0.28 "<5 years" 3 3 1 3 3 3 2 3 1 2 1 1 5 2 1 4 2 3 2 4 5 1 1 1 1 1 1 0 75 50 50 3 0 1 2 4 0
"504" 2 1 4 0.78 0.31 0.28 "More than 10 Years" 4 7 3 4 3 4 2 3 1 1 1 1 4 4 5 4 1 4 4 4 5 4 1 1 4 1 3 50 0 50 0 3 0 1 2 4 0
"505" 2 1 4 0.78 0.31 0.28 "More than 10 Years" 2 5 1 3 3 3 2 3 1 5 5 3 1 1 1 1 2 4 4 3 5 1 1 1 5 1 4 51 1 100 1 3 0 1 2 4 0
"506" 3 1 4 0.78 0.31 0.28 "5-10 years" 2 3 1 3 4 4 2 3 1 1 5 4 1 1 1 1 2 3 4 4 5 1 1 1 5 1 5 75 0 100 0 4 0 1 2 4 0
"507" 3 1 4 0.78 0.31 0.28 "More than 10 Years" 1 2 1 3 2 4 2 3 1 2 5 5 1 1 1 1 4 3 3 4 5 1 1 1 5 1 5 95 10 95 20 5 0 1 2 4 0
"508" 1 1 4 0.78 0.31 0.28 "More than 10 Years" 4 3 2 4 3 3 1 3 1 1 1 1 5 3 1 5 1 1 1 1 4 1 1 1 1 1 1 20 80 20 80 1 0 1 3 4 0
"509" 1 1 4 0.78 0.31 0.28 "More than 10 Years" 2 2 2 3 3 2 2 3 1 1 1 1 5 5 1 4 1 1 1 1 5 3 1 1 1 1 1 0 75 20 75 2 0 1 3 4 0
"510" 1 1 4 0.78 0.31 0.28 "More than 10 Years" 3 4 3 4 4 3 2 3 2 1 2 1 5 5 2 4 2 3 3 4 5 1 1 1 1 1 1 0 75 5 90 3 0 1 3 4 0
"511" 3 1 4 0.78 0.31 0.28 "More than 10 Years" 2 3 1 3 3 4 2 3 1 1 3 4 1 1 1 1 1 3 3 3 5 1 1 1 4 1 4 75 25 50 50 3 0 1 3 4 0
"512" 1 1 4 5.43 0.31 1.04 "More than 10 Years" 1 3 1 3 3 4 2 3 1 1 2 2 5 4 1 5 1 1 1 1 5 1 1 1 1 1 1 0 50 0 50 2 1 1 6 4 0
"513" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 3 3 2 2 3 1 1 1 1 5 4 3 2 2 2 2 4 3 2 1 1 1 1 1 40 40 80 80 5 0 1 2 1 1
"514" 3 1 4 0.56 0.31 0.23 "<5 years" 1 3 1 3 3 3 2 3 2 2 5 5 1 1 3 1 5 5 5 4 5 3 1 1 5 1 5 90 0 100 0 4 0 1 1 3 1
"515" 3 1 4 0.78 0.31 0.28 "More than 10 Years" 4 5 1 3 4 5 2 1 1 1 1 1 2 5 5 5 1 5 5 4 5 4 1 1 4 1 2 75 0 90 10 3 0 1 2 4 1
"516" 2 2 1 0.87 7.71 6.14 "5-10 years" 3 3 3 4 2 3 2 1 1 1 1 1 5 4 5 4 3 1 3 2 3 3 0 2 3 2 3 56 50 100 40 3 0 1 1 1 0
